# Начальный словарь системы машинного перевода (лр. №4, вариант 7).
# Формат: source <TAB> pos <TAB> target <TAB> gram <TAB> domain <TAB> note
# gram: m/f/n — род; anim — одушевлённость; inv — неизменяемость; impf/pf — вид;
#       pair: — парный вид; pp: — краткое причастие; pl:/gpl: — формы мн. ч.;
#       comp:/sup: — степени сравнения; forms: — явные словоформы.
# --- Личные и вопросительные местоимения ---
i	PRON	я		general	
you	PRON	вы		general	ед. и мн. число
he	PRON	он		general	
she	PRON	она		general	
it	PRON	оно		general	
we	PRON	мы		general	
they	PRON	они		general	
who	PRON	кто		general	
whom	PRON	кого		general	
what	PRON	что		general	
which	PRON	который		general	
this	PRON	это		general	
that	PRON	это		general	
these	PRON	эти		general	
those	PRON	те		general	
mine	PRON	мой		general	
someone	PRON	кто-то		general	
something	PRON	что-то		general	
nothing	PRON	ничто		general	
everything	PRON	всё		general	
anyone	PRON	кто-либо		general	
nobody	PRON	никто		general	
there	PRON	имеется		general	конструкция there is/are
there	ADV	там		general	
here	ADV	здесь		general	
self	PRON	себя		general	
# --- Притяжательные и указательные определители ---
my	DET	мой		general	
your	DET	твой		general	
his	DET	его		general	
her	DET	её		general	
its	DET	его		general	
our	DET	наш		general	
their	DET	их		general	
this	DET	этот		general	
that	DET	тот		general	
these	DET	этот		general	согласуется как «эти»
those	DET	тот		general	согласуется как «те»
every	DET	каждый		general	
each	DET	каждый		general	
some	DET	некоторый		general	
any	DET	любой		general	
no	DET	никакой		general	
all	DET	весь		general	
both	DET	оба		general	
which	DET	какой		general	
whose	DET	чей		general	
such	DET	такой		general	
another	DET	другой		general	
either	DET	либо		general	
neither	DET	ни		general	
# --- Артикли: русским соответствием не обладают, в переводе опускаются ---
the	DET	—		general	определённый артикль
a	DET	—		general	неопределённый артикль
an	DET	—		general	неопределённый артикль
# --- Частицы и отрицание ---
not	PART	не		general	
n't	PART	не		general	
to	PART	—		general	инфинитивный маркер
's	PART	—		general	притяжательный аффикс
yes	INTJ	да		general	
no	INTJ	нет		general	
oh	INTJ	о		general	
well	INTJ	что ж		general	
# --- Союзы ---
and	CCONJ	и		general	
but	CCONJ	но		general	
or	CCONJ	или		general	
because	SCONJ	потому что		general	
if	SCONJ	если		general	
although	SCONJ	хотя		general	
though	SCONJ	хотя		general	
while	SCONJ	в то время как		general	
that	SCONJ	что		general	
than	SCONJ	чем		general	
when	SCONJ	когда		general	
where	SCONJ	где		general	
unless	SCONJ	если не		general	
until	SCONJ	пока не		general	
since	SCONJ	поскольку		general	
whether	SCONJ	ли		general	
once	SCONJ	как только		general	
whereas	SCONJ	тогда как		general	
# --- Предлоги (падежное управление задаёт PREP_MAP в transfer.py) ---
in	ADP	в		general	
on	ADP	на		general	
at	ADP	в		general	
to	ADP	к		general	
of	ADP	—		general	родительный падеж без предлога
for	ADP	для		general	
from	ADP	из		general	
by	ADP	у		general	агент пассива — творительный падеж
with	ADP	с		general	
without	ADP	без		general	
about	ADP	о		general	
after	ADP	после		general	
before	ADP	до		general	
between	ADP	между		general	
among	ADP	среди		general	
during	ADP	в течение		general	
through	ADP	через		general	
into	ADP	в		general	
onto	ADP	на		general	
over	ADP	над		general	
under	ADP	под		general	
above	ADP	над		general	
below	ADP	под		general	
near	ADP	около		general	
behind	ADP	за		general	
beside	ADP	рядом с		general	
along	ADP	вдоль		general	
across	ADP	через		general	
against	ADP	против		general	
within	ADP	в		general	
since	ADP	с		general	
until	ADP	до		general	
upon	ADP	на		general	
via	ADP	через		general	
despite	ADP	несмотря на		general	
except	ADP	кроме		general	
like	ADP	как		general	
per	ADP	на		general	
towards	ADP	к		general	
toward	ADP	к		general	
out	ADP	из		general	
off	ADP	с		general	
versus	ADP	против		general	
plus	ADP	плюс		general	
# --- Вспомогательные и модальные глаголы ---
be	AUX	быть	impf	general	
be	VERB	быть	impf	general	
have	AUX	иметь	impf	general	
have	VERB	иметь	impf	general	
do	AUX	делать	impf	general	вспомогательный в вопросах и отрицании
do	VERB	делать	impf	general	
will	AUX	будет		general	маркер будущего времени
would	AUX	бы		general	маркер условного наклонения
can	AUX	мочь	impf	general	
could	AUX	мог бы		general	
shall	AUX	следует		general	
should	AUX	должен		general	
may	AUX	может		general	
might	AUX	мог бы		general	
must	AUX	должен		general	
# --- Общеупотребительные глаголы ---
see	VERB	видеть	impf,pair:увидеть,pp:увиден	general	
look	VERB	смотреть	impf,pair:посмотреть	general	
watch	VERB	наблюдать	impf,pair:понаблюдать	general	
observe	VERB	наблюдать	impf,pair:пронаблюдать	general	
examine	VERB	осматривать	impf,pair:осмотреть,pp:осмотрен	general	
study	VERB	изучать	impf,pair:изучить,pp:изучен	general	
research	VERB	исследовать	impf	general	
analyze	VERB	анализировать	impf,pair:проанализировать	general	
analyse	VERB	анализировать	impf,pair:проанализировать	general	
show	VERB	показывать	impf,pair:показать	general	
reveal	VERB	выявлять	impf,pair:выявить,pp:выявлен	general	
demonstrate	VERB	демонстрировать	impf,pair:продемонстрировать	general	
suggest	VERB	предлагать	impf,pair:предложить,pp:предложен	general	
propose	VERB	предлагать	impf,pair:предложить	general	
describe	VERB	описывать	impf,pair:описать,pp:описан	general	
explain	VERB	объяснять	impf,pair:объяснить,pp:объяснен	general	
discuss	VERB	обсуждать	impf,pair:обсудить,pp:обсужден	general	
consider	VERB	рассматривать	impf,pair:рассмотреть,pp:рассмотрен	general	
determine	VERB	определять	impf,pair:определить,pp:определен	general	
indicate	VERB	указывать	impf,pair:указать,pp:указан	general	
require	VERB	требовать	impf,pair:потребовать	general	
need	VERB	требовать	impf,pair:потребовать	general	
use	VERB	использовать	impf	general	
apply	VERB	применять	impf,pair:применить,pp:применен	general	
perform	VERB	выполнять	impf,pair:выполнить,pp:выполнен	general	
provide	VERB	обеспечивать	impf,pair:обеспечить,pp:обеспечен	general	
present	VERB	представлять	impf,pair:представить,pp:представлен	general	
publish	VERB	публиковать	impf,pair:опубликовать	general	
write	VERB	писать	impf,pair:написать	general	
read	VERB	читать	impf,pair:прочитать	general	
draw	VERB	рисовать	impf,pair:нарисовать	general	
paint	VERB	писать	impf,pair:написать	general	писать красками
depict	VERB	изображать	impf,pair:изобразить,pp:изображен	general	
portray	VERB	изображать	impf,pair:изобразить	general	
represent	VERB	представлять	impf,pair:представить	general	
express	VERB	выражать	impf,pair:выразить,pp:выражен	general	
contain	VERB	содержать	impf	general	
include	VERB	включать	impf,pair:включить,pp:включен	general	
consist	VERB	состоять	impf	general	consist of — состоять из
compose	VERB	составлять	impf,pair:составить,pp:составлен	general	
create	VERB	создавать	impf,pair:создать	general	
make	VERB	делать	impf,pair:сделать	general	
build	VERB	строить	impf,pair:построить,pp:построен	general	
develop	VERB	развивать	impf,pair:развить,pp:развит	general	
produce	VERB	производить	impf,pair:произвести	general	
generate	VERB	порождать	impf,pair:породить	general	
increase	VERB	увеличивать	impf,pair:увеличить,pp:увеличен	general	
decrease	VERB	уменьшать	impf,pair:уменьшить,pp:уменьшен	general	
reduce	VERB	снижать	impf,pair:снизить,pp:снижен	general	
improve	VERB	улучшать	impf,pair:улучшить,pp:улучшен	general	
measure	VERB	измерять	impf,pair:измерить,pp:измерен	general	
test	VERB	проверять	impf,pair:проверить,pp:проверен	general	
compare	VERB	сравнивать	impf,pair:сравнить,pp:сравнен	general	
evaluate	VERB	оценивать	impf,pair:оценить,pp:оценен	general	
assess	VERB	оценивать	impf,pair:оценить	general	
find	VERB	находить	impf,pair:найти	general	
lose	VERB	терять	impf,pair:потерять,pp:потерян	general	
receive	VERB	получать	impf,pair:получить,pp:получен	general	
give	VERB	давать	impf,pair:дать	general	
take	VERB	брать	impf,pair:взять	general	
get	VERB	получать	impf,pair:получить	general	
put	VERB	класть	impf,pair:положить	general	
place	VERB	помещать	impf,pair:поместить,pp:помещен	general	
bring	VERB	приносить	impf,pair:принести	general	
send	VERB	отправлять	impf,pair:отправить,pp:отправлен	general	
tell	VERB	рассказывать	impf,pair:рассказать	general	
say	VERB	говорить	impf,pair:сказать	general	
speak	VERB	говорить	impf,pair:сказать	general	
think	VERB	думать	impf,pair:подумать	general	
believe	VERB	считать	impf,pair:счесть	general	верить в
know	VERB	знать	impf,pair:узнать	general	
understand	VERB	понимать	impf,pair:понять	general	
learn	VERB	узнавать	impf,pair:узнать	general	
remember	VERB	помнить	impf,pair:запомнить	general	
forget	VERB	забывать	impf,pair:забыть	general	
choose	VERB	выбирать	impf,pair:выбрать	general	
decide	VERB	решать	impf,pair:решить,pp:решен	general	
agree	VERB	соглашаться	impf,pair:согласиться	general	
allow	VERB	позволять	impf,pair:позволить,pp:позволен	general	
help	VERB	помогать	impf,pair:помочь,gov:dat	general	
support	VERB	поддерживать	impf,pair:поддержать,pp:поддержан	general	
influence	VERB	влиять	impf,pair:повлиять,gov:acc,govprep:на	general	
affect	VERB	затрагивать	impf,pair:затронуть,pp:затронут	general	
cause	VERB	вызывать	impf,pair:вызвать,pp:вызван	general	
lead	VERB	вести	impf,pair:привести	general	lead to — приводить к
become	VERB	становиться	impf,pair:стать	general	
remain	VERB	оставаться	impf,pair:остаться	general	
stay	VERB	оставаться	impf,pair:остаться	general	
appear	VERB	появляться	impf,pair:появиться	general	
seem	VERB	казаться	impf	general	
occur	VERB	происходить	impf,pair:произойти	general	
happen	VERB	случаться	impf,pair:случиться	general	
exist	VERB	существовать	impf	general	
live	VERB	жить	impf	general	
work	VERB	работать	impf	general	
play	VERB	играть	impf,pair:сыграть	general	
open	VERB	открывать	impf,pair:открыть,pp:открыт	general	
close	VERB	закрывать	impf,pair:закрыть,pp:закрыт	general	
begin	VERB	начинать	impf,pair:начать	general	
start	VERB	начинать	impf,pair:начать	general	
end	VERB	заканчивать	impf,pair:закончить,pp:закончен	general	
finish	VERB	заканчивать	impf,pair:закончить	general	
continue	VERB	продолжать	impf,pair:продолжить,pp:продолжен	general	
stop	VERB	останавливать	impf,pair:остановить,pp:остановлен	general	
change	VERB	менять	impf,pair:изменить,pp:изменен	general	
grow	VERB	расти	impf,pair:вырасти	general	
rise	VERB	подниматься	impf,pair:подняться	general	
fall	VERB	падать	impf,pair:упасть	general	
move	VERB	двигаться	impf,pair:двинуться	general	
run	VERB	бежать	impf,pair:пробежать	general	
walk	VERB	идти	impf,pair:пройти	general	ходить пешком
go	VERB	идти	impf,pair:пойти	general	
come	VERB	приходить	impf,pair:прийти	general	
return	VERB	возвращать	impf,pair:вернуть	general	
enter	VERB	входить	impf,pair:войти	general	
leave	VERB	покидать	impf,pair:покинуть,pp:покинут	general	
arrive	VERB	прибывать	impf,pair:прибыть,pp:прибыт	general	
reach	VERB	достигать	impf,pair:достигнуть	general	
follow	VERB	соблюдать	impf,pair:соблюсти	general	следовать правилам
carry	VERB	переносить	impf,pair:перенести	general	
hold	VERB	держать	impf,pair:удержать	general	
keep	VERB	сохранять	impf,pair:сохранить,pp:сохранен	general	
save	VERB	сохранять	impf,pair:сохранить	general	
protect	VERB	защищать	impf,pair:защитить,pp:защищен	general	
prevent	VERB	предотвращать	impf,pair:предотвратить,pp:предотвращен	general	
avoid	VERB	избегать	impf,pair:избежать,gov:gen	general	
remove	VERB	удалять	impf,pair:удалить,pp:удален	general	
add	VERB	добавлять	impf,pair:добавить,pp:добавлен	general	
mix	VERB	смешивать	impf,pair:смешать,pp:смешан	general	
divide	VERB	делить	impf,pair:разделить,pp:разделен	general	
connect	VERB	соединять	impf,pair:соединить,pp:соединен	general	
separate	VERB	разделять	impf,pair:разделить	general	
cover	VERB	покрывать	impf,pair:покрыть,pp:покрыт	general	
fill	VERB	наполнять	impf,pair:наполнить,pp:наполнен	general	
replace	VERB	заменять	impf,pair:заменить,pp:заменен	general	
restore	VERB	восстанавливать	impf,pair:восстановить,pp:восстановлен	general	
preserve	VERB	сохранять	impf,pair:сохранить	general	
hang	VERB	висеть	impf	general	о картине
display	VERB	выставлять	impf,pair:выставить,pp:выставлен	general	
exhibit	VERB	выставлять	impf,pair:выставить,pp:выставлен	general	
admire	VERB	восхищаться	impf	general	
collect	VERB	собирать	impf,pair:собрать,pp:собран	general	
sell	VERB	продавать	impf,pair:продать,pp:продан	general	
buy	VERB	покупать	impf,pair:купить,pp:куплен	general	
pay	VERB	платить	impf,pair:заплатить,pp:заплачен	general	
spend	VERB	тратить	impf,pair:потратить	general	
cost	VERB	стоить	impf	general	
last	VERB	длиться	impf	general	
wait	VERB	ждать	impf	general	
hope	VERB	надеяться	impf	general	
try	VERB	пытаться	impf,pair:попытаться	general	
attempt	VERB	пытаться	impf,pair:попытаться	general	
achieve	VERB	достигать	impf,pair:достигнуть,pp:достигнут,gov:gen	general	
obtain	VERB	получать	impf,pair:получить	general	
involve	VERB	вовлекать	impf,pair:вовлечь,pp:вовлечен	general	
depend	VERB	зависеть	impf	general	
relate	VERB	относиться	impf	general	
refer	VERB	ссылаться	impf	general	
mean	VERB	означать	impf	general	
symbolize	VERB	символизировать	impf	general	
reflect	VERB	отражать	impf,pair:отразить,pp:отражен	general	
convey	VERB	передавать	impf,pair:передать,pp:передан	general	
emphasize	VERB	подчеркивать	impf,pair:подчеркнуть,pp:подчеркнут	general	
highlight	VERB	выделять	impf,pair:выделить,pp:выделен	general	
illustrate	VERB	иллюстрировать	impf	general	
capture	VERB	передавать	impf,pair:передать	general	передавать образ
inspire	VERB	вдохновлять	impf,pair:вдохновить,pp:вдохновлен	general	
impress	VERB	впечатлять	impf,pair:впечатлить	general	
evoke	VERB	вызывать	impf,pair:вызвать	general	
render	VERB	передавать	impf,pair:передать	general	
combine	VERB	объединять	impf,pair:объединить,pp:объединен	general	
contrast	VERB	противопоставлять	impf,pair:противопоставить	general	
differ	VERB	отличаться	impf	general	
vary	VERB	различаться	impf	general	
match	VERB	соответствовать	impf	general	
correspond	VERB	соответствовать	impf	general	
belong	VERB	принадлежать	impf	general	
note	VERB	отмечать	impf,pair:отметить,pp:отмечен	general	
mention	VERB	упоминать	impf,pair:упомянуть,pp:упомянут	general	
report	VERB	сообщать	impf,pair:сообщить,pp:сообщен	general	
claim	VERB	утверждать	impf,pair:заявить	general	
argue	VERB	утверждать	impf	general	
prove	VERB	доказывать	impf,pair:доказать,pp:доказан	general	
confirm	VERB	подтверждать	impf,pair:подтвердить,pp:подтвержден	general	
deny	VERB	отрицать	impf	general	
respond	VERB	отвечать	impf,pair:ответить	general	
answer	VERB	отвечать	impf,pair:ответить	general	
ask	VERB	спрашивать	impf,pair:спросить	general	
call	VERB	называть	impf,pair:назвать,pp:назван	general	
name	VERB	называть	impf,pair:назвать	general	
sign	VERB	подписывать	impf,pair:подписать,pp:подписан	general	
attribute	VERB	приписывать	impf,pair:приписать,pp:приписан	general	
date	VERB	датировать	impf	general	
repair	VERB	ремонтировать	impf	general	
damage	VERB	повреждать	impf,pair:повредить,pp:поврежден	general	
destroy	VERB	разрушать	impf,pair:разрушить,pp:разрушен	general	
survive	VERB	сохраняться	impf	general	
lack	VERB	не иметь	impf	general	
treat	VERB	рассматривать	impf,pair:рассмотреть	general	в медицине — лечить (см. med)
# --- Общеупотребительные существительные ---
man	NOUN	человек	m,anim,forms:gen=человека;dat=человеку;acc=человека;inst=человеком;prep=человеке;nompl=люди;genpl=людей;datpl=людям;accpl=людей;instpl=людьми;preppl=людях	general	
woman	NOUN	женщина	f,anim	general	
person	NOUN	человек	m,anim,forms:gen=человека;dat=человеку;acc=человека;inst=человеком;prep=человеке;nompl=люди;genpl=людей;datpl=людям;accpl=людей;instpl=людьми;preppl=людях	general	
people	NOUN	люди	anim,forms:nompl=люди;genpl=людей;datpl=людям;accpl=людей;instpl=людьми;preppl=людях	general	множественное число
child	NOUN	ребёнок	m,anim,forms:nompl=дети;genpl=детей;datpl=детям;accpl=детей;instpl=детьми;preppl=детях	general	
family	NOUN	семья	f	general	
friend	NOUN	друг	m,anim,gpl:друзей,forms:nompl=друзья;datpl=друзьям;accpl=друзей;instpl=друзьями;preppl=друзьях	general	
author	NOUN	автор	m,anim	general	
artist	NOUN	художник	m,anim	general	
doctor	NOUN	врач	m,anim	general	
patient	NOUN	пациент	m,anim	general	
scientist	NOUN	учёный	m,anim,adjdecl,pl:учёные,gpl:учёных	general	
researcher	NOUN	исследователь	m,anim	general	
student	NOUN	студент	m,anim	general	
professor	NOUN	профессор	m,anim,forms:nompl=профессора	general	
teacher	NOUN	учитель	m,anim	general	
nurse	NOUN	медсестра	f,anim	general	
time	NOUN	время	n,forms:nompl=времена;genpl=времён;datpl=временам;accpl=времена;instpl=временами;preppl=временах	general	
year	NOUN	год	m,gpl:лет,forms:nompl=годы;datpl=годам;accpl=годы;instpl=годами;preppl=годах	general	
day	NOUN	день	m,gpl:дней,forms:nompl=дни;datpl=дням;accpl=дни;instpl=днями;preppl=днях	general	
week	NOUN	неделя	f	general	
month	NOUN	месяц	m,gpl:месяцев	general	
century	NOUN	век	m,forms:nompl=века;genpl=веков;datpl=векам;accpl=века;instpl=веками;preppl=веках	general	
period	NOUN	период	m	general	
era	NOUN	эпоха	f	general	
age	NOUN	возраст	m	general	
place	NOUN	место	n	general	
part	NOUN	часть	f	general	
side	NOUN	сторона	f	general	
way	NOUN	путь	m,gpl:путей,forms:nompl=пути;datpl=путям;accpl=пути;instpl=путями;preppl=путях	general	
case	NOUN	случай	m	general	
example	NOUN	пример	m	general	
result	NOUN	результат	m	general	
effect	NOUN	эффект	m	general	
cause	NOUN	причина	f	general	
reason	NOUN	причина	f	general	
problem	NOUN	проблема	f	general	
question	NOUN	вопрос	m	general	
answer	NOUN	ответ	m	general	
idea	NOUN	идея	f	general	
thought	NOUN	мысль	f	general	
opinion	NOUN	мнение	n	general	
view	NOUN	взгляд	m	general	
work	NOUN	работа	f	general	
study	NOUN	исследование	n	general	
research	NOUN	исследование	n	general	
analysis	NOUN	анализ	m	general	
method	NOUN	метод	m	general	
approach	NOUN	подход	m	general	
process	NOUN	процесс	m	general	
system	NOUN	система	f	general	
structure	NOUN	структура	f	general	
form	NOUN	форма	f	general	
level	NOUN	уровень	m,gpl:уровней	general	
type	NOUN	тип	m	general	
kind	NOUN	вид	m	general	
group	NOUN	группа	f	general	
set	NOUN	набор	m	general	
number	NOUN	число	n	general	
amount	NOUN	количество	n	general	
value	NOUN	значение	n	general	
size	NOUN	размер	m	general	
color	NOUN	цвет	m,pl:цвета,gpl:цветов	general	
colour	NOUN	цвет	m,pl:цвета,gpl:цветов	general	
light	NOUN	свет	m	general	
line	NOUN	линия	f	general	
point	NOUN	точка	f	general	
space	NOUN	пространство	n	general	
area	NOUN	область	f	general	
surface	NOUN	поверхность	f	general	
figure	NOUN	фигура	f	general	
image	NOUN	изображение	n	general	
picture	NOUN	картина	f	general	
word	NOUN	слово	n	general	
text	NOUN	текст	m	general	
book	NOUN	книга	f	general	
page	NOUN	страница	f	general	
story	NOUN	рассказ	m	general	
novel	NOUN	роман	m	general	
poem	NOUN	стихотворение	n	general	
art	NOUN	искусство	n	general	
culture	NOUN	культура	f	general	
history	NOUN	история	f	general	
science	NOUN	наука	f	general	
medicine	NOUN	лекарство	n	general	в медицине — «медицина» (см. med)
health	NOUN	здоровье	n	general	
body	NOUN	тело	n	general	
head	NOUN	голова	f	general	
heart	NOUN	сердце	n,gpl:сердец	general	
blood	NOUN	кровь	f	general	
cell	NOUN	ячейка	f	general	в медицине — «клетка» (см. med)
tissue	NOUN	ткань	f	general	
organ	NOUN	орган	m	general	
bone	NOUN	кость	f	general	
skin	NOUN	кожа	f	general	
eye	NOUN	глаз	m,forms:nompl=глаза;genpl=глаз;datpl=глазам;accpl=глаза;instpl=глазами;preppl=глазах	general	
hand	NOUN	рука	f	general	
face	NOUN	лицо	n	general	
name	NOUN	имя	n,forms:nompl=имена;genpl=имён;datpl=именам;accpl=имена;instpl=именами;preppl=именах	general	
life	NOUN	жизнь	f	general	
death	NOUN	смерть	f	general	
world	NOUN	мир	m	general	
country	NOUN	страна	f	general	
city	NOUN	город	m	general	
hospital	NOUN	больница	f	general	
home	NOUN	дом	m	general	
house	NOUN	дом	m	general	
room	NOUN	комната	f	general	
water	NOUN	вода	f	general	
food	NOUN	пища	f	general	
air	NOUN	воздух	m	general	
fire	NOUN	огонь	m,gpl:огней	general	
earth	NOUN	земля	f	general	
nature	NOUN	природа	f	general	
force	NOUN	сила	f	general	
energy	NOUN	энергия	f	general	
power	NOUN	сила	f	general	
matter	NOUN	вещество	n	general	
element	NOUN	элемент	m	general	
component	NOUN	компонент	m	general	
factor	NOUN	фактор	m	general	
aspect	NOUN	аспект	m	general	
feature	NOUN	особенность	f	general	
characteristic	NOUN	характеристика	f	general	
property	NOUN	свойство	n	general	
quality	NOUN	качество	n	general	
detail	NOUN	деталь	f	general	
beginning	NOUN	начало	n	general	
end	NOUN	конец	m,gpl:концов	general	
center	NOUN	центр	m	general	
centre	NOUN	центр	m	general	
edge	NOUN	край	m,gpl:краёв	general	
corner	NOUN	угол	m,gpl:углов	general	
top	NOUN	верх	m	general	
bottom	NOUN	низ	m	general	
right	NOUN	право	n	general	
background	NOUN	фон	m	general	
foreground	NOUN	передний план	m	general	
context	NOUN	контекст	m	general	
meaning	NOUN	значение	n	general	
sense	NOUN	смысл	m	general	
purpose	NOUN	цель	f	general	
goal	NOUN	цель	f	general	
aim	NOUN	цель	f	general	
task	NOUN	задача	f	general	
role	NOUN	роль	f,gpl:ролей	general	
position	NOUN	позиция	f	general	
relation	NOUN	отношение	n	general	
relationship	NOUN	связь	f	general	
connection	NOUN	связь	f	general	
difference	NOUN	разница	f	general	
similarity	NOUN	сходство	n	general	
comparison	NOUN	сравнение	n	general	
conclusion	NOUN	вывод	m	general	
evidence	NOUN	доказательство	n	general	
information	NOUN	информация	f	general	
data	NOUN	данные	forms:nompl=данные;genpl=данных;datpl=данным;accpl=данные;instpl=данными;preppl=данных	general	множественное число
datum	NOUN	данные	forms:nompl=данные;genpl=данных;datpl=данным;accpl=данные;instpl=данными;preppl=данных	general	форма datum от data
knowledge	NOUN	знание	n	general	
experience	NOUN	опыт	m	general	
skill	NOUN	навык	m	general	
ability	NOUN	способность	f	general	
attention	NOUN	внимание	n	general	
interest	NOUN	интерес	m	general	
emotion	NOUN	эмоция	f	general	
feeling	NOUN	чувство	n	general	
mood	NOUN	настроение	n	general	
atmosphere	NOUN	атмосфера	f	general	
impression	NOUN	впечатление	n	general	
expression	NOUN	выражение	n	general	
movement	NOUN	движение	n	general	
style	NOUN	стиль	m,gpl:стилей	general	
technique	NOUN	техника	f	general	
tradition	NOUN	традиция	f	general	
influence	NOUN	влияние	n	general	
inspiration	NOUN	вдохновение	n	general	
original	NOUN	оригинал	m	general	
copy	NOUN	копия	f	general	
version	NOUN	версия	f	general	
document	NOUN	документ	m	general	
article	NOUN	статья	f	general	
journal	NOUN	журнал	m	general	
publication	NOUN	публикация	f	general	
collection	NOUN	коллекция	f	general	
museum	NOUN	музей	m	general	
gallery	NOUN	галерея	f	general	
exhibition	NOUN	выставка	f	general	
audience	NOUN	публика	f	general	
viewer	NOUN	зритель	m,anim	general	
critic	NOUN	критик	m,anim	general	
society	NOUN	общество	n	general	
community	NOUN	сообщество	n	general	
population	NOUN	население	n	general	
public	NOUN	общественность	f	general	
government	NOUN	правительство	n	general	
company	NOUN	компания	f	general	
market	NOUN	рынок	m	general	
price	NOUN	цена	f	general	
cost	NOUN	стоимость	f	general	
money	NOUN	деньги	forms:nompl=деньги;genpl=денег;datpl=деньгам;accpl=деньги;instpl=деньгами;preppl=деньгах	general	множественное число
solution	NOUN	решение	n	general	
decision	NOUN	решение	n	general	
choice	NOUN	выбор	m	general	
opportunity	NOUN	возможность	f	general	
possibility	NOUN	возможность	f	general	
condition	NOUN	условие	n	general	в медицине — «состояние» (см. med)
state	NOUN	состояние	n	general	
development	NOUN	развитие	n	general	
progress	NOUN	прогресс	m	general	
growth	NOUN	рост	m	general	
decline	NOUN	снижение	n	general	
increase	NOUN	увеличение	n	general	
decrease	NOUN	уменьшение	n	general	
use	NOUN	использование	n	general	
application	NOUN	применение	n	general	
function	NOUN	функция	f	general	
theory	NOUN	теория	f	general	
hypothesis	NOUN	гипотеза	f	general	
experiment	NOUN	эксперимент	m	general	
model	NOUN	модель	f	general	
concept	NOUN	понятие	n	general	
principle	NOUN	принцип	m	general	
rule	NOUN	правило	n	general	
law	NOUN	закон	m	general	
fact	NOUN	факт	m	general	
argument	NOUN	аргумент	m	general	
statement	NOUN	утверждение	n	general	
description	NOUN	описание	n	general	
definition	NOUN	определение	n	general	
term	NOUN	термин	m	general	
phrase	NOUN	фраза	f	general	
sentence	NOUN	предложение	n	general	
paragraph	NOUN	абзац	m	general	
chapter	NOUN	глава	f	general	
section	NOUN	раздел	m	general	
language	NOUN	язык	m	general	
speech	NOUN	речь	f	general	
sound	NOUN	звук	m	general	
voice	NOUN	голос	m	general	
music	NOUN	музыка	f	general	
song	NOUN	песня	f,gpl:песен	general	
film	NOUN	фильм	m	general	
movie	NOUN	фильм	m	general	
photograph	NOUN	фотография	f	general	
photo	NOUN	фотография	f	general	
computer	NOUN	компьютер	m	general	
program	NOUN	программа	f	general	
technology	NOUN	технология	f	general	
internet	NOUN	интернет	m	general	
network	NOUN	сеть	f	general	
methodology	NOUN	методология	f	general	
variable	NOUN	переменная	f	general	
parameter	NOUN	параметр	m	general	
correlation	NOUN	корреляция	f	general	
probability	NOUN	вероятность	f	general	
observation	NOUN	наблюдение	n	general	
measurement	NOUN	измерение	n	general	
algorithm	NOUN	алгоритм	m	general	
field	NOUN	область	f	general	
